id,kemendragi_code,city_id,name,timezone,lat,lng,elevation,created_at,updated_at
110101,11.01.01,1101,Bakongan,WIB,2.9263582,97.4853813,7,2025-03-04 02:28:14.598,2025-03-04 02:28:14.598
110102,11.01.02,1101,Kluet Utara,WIB,3.090503,97.3422356,9,2025-03-04 02:28:14.602,2025-03-04 02:28:14.602
110103,11.01.03,1101,Kluet Selatan,WIB,3.0696439,97.3459186,12,2025-03-04 02:28:14.603,2025-03-04 02:28:14.603
110104,11.01.04,1101,Labuhan Haji,WIB,3.5557021,96.9957105,10,2025-03-04 02:28:14.604,2025-03-04 02:28:14.604
110105,11.01.05,1101,Meukek,WIB,3.4763715,97.0571243,12,2025-03-04 02:28:14.605,2025-03-04 02:28:14.605
110106,11.01.06,1101,Samadua,WIB,3.3144783,97.1461815,10,2025-03-04 02:28:14.606,2025-03-04 02:28:14.606
110107,11.01.07,1101,Sawang,WIB,3.4072345,97.0953053,16,2025-03-04 02:28:14.606,2025-03-04 02:28:14.606
110108,11.01.08,1101,Tapaktuan,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.607,2025-03-04 02:28:14.607
110109,11.01.09,1101,Trumon,WIB,2.8280809,97.6242237,11,2025-03-04 02:28:14.608,2025-03-04 02:28:14.608
110110,11.01.10,1101,Pasi Raja,WIB,3.2017707,97.2752857,8,2025-03-04 02:28:14.609,2025-03-04 02:28:14.609
110111,11.01.11,1101,Labuhan Haji Timur,WIB,3.5048718,97.0312671,11,2025-03-04 02:28:14.61,2025-03-04 02:28:14.61
110112,11.01.12,1101,Labuhan Haji Barat,WIB,3.5748351,96.9767368,7,2025-03-04 02:28:14.61,2025-03-04 02:28:14.61
110113,11.01.13,1101,Kluet Tengah,WIB,3.4318905,97.3084571,1104,2025-03-04 02:28:14.611,2025-03-04 02:28:14.611
110114,11.01.14,1101,Kluet Timur,WIB,3.1522602,97.407199,27,2025-03-04 02:28:14.611,2025-03-04 02:28:14.611
110115,11.01.15,1101,Bakongan Timur,WIB,2.8929019,97.5509914,8,2025-03-04 02:28:14.612,2025-03-04 02:28:14.612
110116,11.01.16,1101,Trumon Timur,WIB,2.8574693,97.7573714,20,2025-03-04 02:28:14.613,2025-03-04 02:28:14.613
110117,11.01.17,1101,Kota Bahagia,WIB,2.9768823,97.5069587,11,2025-03-04 02:28:14.614,2025-03-04 02:28:14.614
110118,11.01.18,1101,Trumon Tengah,WIB,2.8825643,97.695192,13,2025-03-04 02:28:14.615,2025-03-04 02:28:14.615
110201,11.02.01,1102,Lawe Alas,WIB,3.4262923,97.8310337,141,2025-03-04 02:28:14.615,2025-03-04 02:28:14.615
110202,11.02.02,1102,Lawe Sigala-Gala,WIB,3.3523562,97.920238,187,2025-03-04 02:28:14.616,2025-03-04 02:28:14.616
110203,11.02.03,1102,Bambel,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.617,2025-03-04 02:28:14.617
110204,11.02.04,1102,Babussalam,WIB,3.4831986,97.812801,173,2025-03-04 02:28:14.617,2025-03-04 02:28:14.617
110205,11.02.05,1102,Badar,WIB,3.5177072,97.8029595,220,2025-03-04 02:28:14.618,2025-03-04 02:28:14.618
110206,11.02.06,1102,Babul Makmur,WIB,3.2886858,97.9785032,186,2025-03-04 02:28:14.619,2025-03-04 02:28:14.619
110207,11.02.07,1102,Darul Hasanah,WIB,3.510025,97.5680595,2175,2025-03-04 02:28:14.619,2025-03-04 02:28:14.619
110208,11.02.08,1102,Lawe Bulan,WIB,3.4844337,97.8239129,171,2025-03-04 02:28:14.621,2025-03-04 02:28:14.621
110209,11.02.09,1102,Bukit Tusam,WIB,3.4266977,97.8877166,192,2025-03-04 02:28:14.621,2025-03-04 02:28:14.621
110210,11.02.10,1102,Semadam,WIB,3.4011097,97.8993757,187,2025-03-04 02:28:14.622,2025-03-04 02:28:14.622
110211,11.02.11,1102,Babul Rahmah,WIB,3.3243016,97.8958975,110,2025-03-04 02:28:14.623,2025-03-04 02:28:14.623
110212,11.02.12,1102,Ketambe,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.627,2025-03-04 02:28:14.627
110213,11.02.13,1102,Deleng Pokhkisen,WIB,3.5153217,97.8178384,213,2025-03-04 02:28:14.631,2025-03-04 02:28:14.631
110214,11.02.14,1102,Lawe Sumur,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.632,2025-03-04 02:28:14.632
110215,11.02.15,1102,Tanoh Alas,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.633,2025-03-04 02:28:14.633
110216,11.02.16,1102,Leuser,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.633,2025-03-04 02:28:14.633
110301,11.03.01,1103,Darul Aman,WIB,4.9859334,97.7204106,8,2025-03-04 02:28:14.634,2025-03-04 02:28:14.634
110302,11.03.02,1103,Julok,WIB,5.0420084,97.6270812,9,2025-03-04 02:28:14.634,2025-03-04 02:28:14.634
110303,11.03.03,1103,Idi Rayeuk,WIB,4.9501675,97.770381,7,2025-03-04 02:28:14.635,2025-03-04 02:28:14.635
110304,11.03.04,1103,Birem Bayeun,WIB,4.5388572,97.9373698,10,2025-03-04 02:28:14.636,2025-03-04 02:28:14.636
110305,11.03.05,1103,Serbajadi,WIB,4.4415515,97.5247243,539,2025-03-04 02:28:14.636,2025-03-04 02:28:14.636
110306,11.03.06,1103,Nurussalam,WIB,5.0288426,97.6662315,2,2025-03-04 02:28:14.637,2025-03-04 02:28:14.637
110307,11.03.07,1103,Peureulak,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.638,2025-03-04 02:28:14.638
110308,11.03.08,1103,Rantau Selamat,WIB,4.61896,97.9346631,9,2025-03-04 02:28:14.638,2025-03-04 02:28:14.638
110309,11.03.09,1103,Simpang Ulim,WIB,5.0970632,97.5398746,9,2025-03-04 02:28:14.639,2025-03-04 02:28:14.639
110310,11.03.10,1103,Rantau Peureulak,WIB,4.8051055,97.7995301,13,2025-03-04 02:28:14.64,2025-03-04 02:28:14.64
110311,11.03.11,1103,Pante Bidari,WIB,4.953656,97.509824,23,2025-03-04 02:28:14.641,2025-03-04 02:28:14.641
110312,11.03.12,1103,Madat,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.641,2025-03-04 02:28:14.641
110313,11.03.13,1103,Indra Makmu,WIB,4.9178257,97.5924427,33,2025-03-04 02:28:14.642,2025-03-04 02:28:14.642
110314,11.03.14,1103,Idi Tunong,WIB,4.924037,97.7300209,11,2025-03-04 02:28:14.643,2025-03-04 02:28:14.643
110315,11.03.15,1103,Banda Alam,WIB,4.903042,97.6987748,17,2025-03-04 02:28:14.644,2025-03-04 02:28:14.644
110316,11.03.16,1103,Peudawa,WIB,4.898169,97.8214679,11,2025-03-04 02:28:14.644,2025-03-04 02:28:14.644
110317,11.03.17,1103,Peureulak Timur,WIB,4.7052499,97.9061797,6,2025-03-04 02:28:14.645,2025-03-04 02:28:14.645
110318,11.03.18,1103,Peureulak Barat,WIB,4.8352078,97.8855303,5,2025-03-04 02:28:14.646,2025-03-04 02:28:14.646
110319,11.03.19,1103,Sungai Raya,WIB,4.6744294,97.9155206,6,2025-03-04 02:28:14.647,2025-03-04 02:28:14.647
110320,11.03.20,1103,Simpang Jernih,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.647,2025-03-04 02:28:14.647
110321,11.03.21,1103,Darul Ihsan,WIB,4.9121713,97.7511187,19,2025-03-04 02:28:14.648,2025-03-04 02:28:14.648
110322,11.03.22,1103,Darul Falah,WIB,5.0158049,97.6390314,10,2025-03-04 02:28:14.652,2025-03-04 02:28:14.652
110323,11.03.23,1103,Idi Timur,WIB,4.9203515,97.7990189,11,2025-03-04 02:28:14.653,2025-03-04 02:28:14.653
110324,11.03.24,1103,Peunaron,WIB,4.6086087,97.6591783,34,2025-03-04 02:28:14.653,2025-03-04 02:28:14.653
110401,11.04.01,1104,Linge,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.654,2025-03-04 02:28:14.654
110402,11.04.02,1104,Silih Nara,WIB,4.6417568,96.7325032,1112,2025-03-04 02:28:14.655,2025-03-04 02:28:14.655
110403,11.04.03,1104,Bebesen,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.656,2025-03-04 02:28:14.656
110407,11.04.07,1104,Pegasing,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.657,2025-03-04 02:28:14.657
110408,11.04.08,1104,Bintang,WIB,4.5851325,97.0048502,1250,2025-03-04 02:28:14.658,2025-03-04 02:28:14.658
110410,11.04.10,1104,Ketol,WIB,4.7028922,96.7130788,928,2025-03-04 02:28:14.659,2025-03-04 02:28:14.659
110411,11.04.11,1104,Kebayakan,WIB,4.6396395,96.8523604,1242,2025-03-04 02:28:14.66,2025-03-04 02:28:14.66
110412,11.04.12,1104,Kute Panang,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.661,2025-03-04 02:28:14.661
110413,11.04.13,1104,Celala,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.661,2025-03-04 02:28:14.661
110417,11.04.17,1104,Laut Tawar,WIB,4.6242749,96.8501153,1244,2025-03-04 02:28:14.662,2025-03-04 02:28:14.662
110418,11.04.18,1104,Atu Lintang,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.663,2025-03-04 02:28:14.663
110419,11.04.19,1104,Jagong Jeget,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.664,2025-03-04 02:28:14.664
110420,11.04.20,1104,Bies,WIB,4.6053524,96.7887047,1327,2025-03-04 02:28:14.665,2025-03-04 02:28:14.665
110421,11.04.21,1104,Rusip Antara,WIB,4.7473709,96.4536555,527,2025-03-04 02:28:14.666,2025-03-04 02:28:14.666
110501,11.05.01,1105,Johan Pahwalan,WIB,4.1559811,96.1291231,5,2025-03-04 02:28:14.666,2025-03-04 02:28:14.666
110502,11.05.02,1105,Kaway Xvi,WIB,4.2884024,96.2079103,15,2025-03-04 02:28:14.667,2025-03-04 02:28:14.667
110503,11.05.03,1105,Sungai Mas,WIB,4.5223988,96.1135301,46,2025-03-04 02:28:14.668,2025-03-04 02:28:14.668
110504,11.05.04,1105,Woyla,WIB,4.3842742,96.0566624,16,2025-03-04 02:28:14.669,2025-03-04 02:28:14.669
110505,11.05.05,1105,Samatiga,WIB,4.2132373,96.0640968,5,2025-03-04 02:28:14.67,2025-03-04 02:28:14.67
110506,11.05.06,1105,Bubon,WIB,4.2943828,96.0862301,10,2025-03-04 02:28:14.672,2025-03-04 02:28:14.672
110507,11.05.07,1105,Arongan Lambalek,WIB,4.3278227,95.953442,15,2025-03-04 02:28:14.678,2025-03-04 02:28:14.678
110508,11.05.08,1105,Pante Ceureumen,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.679,2025-03-04 02:28:14.679
110509,11.05.09,1105,Meureubo,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.68,2025-03-04 02:28:14.68
110510,11.05.10,1105,Woyla Barat,WIB,4.3454175,96.0142448,11,2025-03-04 02:28:14.68,2025-03-04 02:28:14.68
110511,11.05.11,1105,Woyla Timur,WIB,4.4569759,96.1493051,50,2025-03-04 02:28:14.681,2025-03-04 02:28:14.681
110512,11.05.12,1105,Panton Reu,WIB,4.4017347,96.2074781,29,2025-03-04 02:28:14.681,2025-03-04 02:28:14.681
110601,11.06.01,1106,Lhoong,WIB,5.2326812,95.2656846,18,2025-03-04 02:28:14.682,2025-03-04 02:28:14.682
110602,11.06.02,1106,Lhoknga,WIB,5.4776299,95.2442268,19,2025-03-04 02:28:14.682,2025-03-04 02:28:14.682
110603,11.06.03,1106,Indrapuri,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.683,2025-03-04 02:28:14.683
110604,11.06.04,1106,Seulimeum,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.684,2025-03-04 02:28:14.684
110605,11.06.05,1106,Montasik,WIB,5.4703214,95.3997746,20,2025-03-04 02:28:14.684,2025-03-04 02:28:14.684
110606,11.06.06,1106,Sukamakmur,WIB,5.4647504,95.3832021,20,2025-03-04 02:28:14.685,2025-03-04 02:28:14.685
110607,11.06.07,1106,Darul Imarah,WIB,5.5144827,95.3301235,7,2025-03-04 02:28:14.686,2025-03-04 02:28:14.686
110608,11.06.08,1106,Peukan Bada,WIB,5.5258549,95.2844204,7,2025-03-04 02:28:14.686,2025-03-04 02:28:14.686
110609,11.06.09,1106,Mesjid Raya,WIB,5.587546,95.5180267,2,2025-03-04 02:28:14.687,2025-03-04 02:28:14.687
110610,11.06.10,1106,Ingin Jaya,WIB,5.5079724,95.3581718,9,2025-03-04 02:28:14.688,2025-03-04 02:28:14.688
110611,11.06.11,1106,Kuta Baro,WIB,5.5344243,95.3957642,9,2025-03-04 02:28:14.688,2025-03-04 02:28:14.688
110612,11.06.12,1106,Darussalam,WIB,5.5691801,95.3833694,9,2025-03-04 02:28:14.689,2025-03-04 02:28:14.689
110613,11.06.13,1106,Pulo Aceh,WIB,5.6719844,95.1275432,9,2025-03-04 02:28:14.69,2025-03-04 02:28:14.69
110614,11.06.14,1106,Lembah Seulawah,WIB,5.4428386,95.7211266,473,2025-03-04 02:28:14.69,2025-03-04 02:28:14.69
110615,11.06.15,1106,Kota Jantho,WIB,5.3046991,95.5897648,97,2025-03-04 02:28:14.691,2025-03-04 02:28:14.691
110616,11.06.16,1106,Kota Cot Glie,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.692,2025-03-04 02:28:14.692
110617,11.06.17,1106,Kuta Malaka,WIB,5.4382896,95.4043899,25,2025-03-04 02:28:14.692,2025-03-04 02:28:14.692
110618,11.06.18,1106,Simpang Tiga,WIB,5.4693149,95.3569921,21,2025-03-04 02:28:14.693,2025-03-04 02:28:14.693
110619,11.06.19,1106,Darul Kamal,WIB,5.4769581,95.3380177,14,2025-03-04 02:28:14.694,2025-03-04 02:28:14.694
110620,11.06.20,1106,Baitussalam,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.694,2025-03-04 02:28:14.694
110621,11.06.21,1106,Krueng Barona Jaya,WIB,5.5448217,95.3649007,9,2025-03-04 02:28:14.695,2025-03-04 02:28:14.695
110622,11.06.22,1106,Leupung,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.696,2025-03-04 02:28:14.696
110623,11.06.23,1106,Blang Bintang,WIB,5.5108533,95.4142074,21,2025-03-04 02:28:14.696,2025-03-04 02:28:14.696
110703,11.07.03,1107,Batee,WIB,5.413443,95.8909597,8,2025-03-04 02:28:14.697,2025-03-04 02:28:14.697
110704,11.07.04,1107,Delima,WIB,5.3447716,95.895623,17,2025-03-04 02:28:14.698,2025-03-04 02:28:14.698
110705,11.07.05,1107,Geumpang,WIB,4.8429706,96.1282263,460,2025-03-04 02:28:14.698,2025-03-04 02:28:14.698
110706,11.07.06,1107,Geulumpang Tiga,WIB,5.2524824,96.042604,19,2025-03-04 02:28:14.699,2025-03-04 02:28:14.699
110707,11.07.07,1107,Indra Jaya,WIB,5.3162867,95.9602464,18,2025-03-04 02:28:14.699,2025-03-04 02:28:14.699
110708,11.07.08,1107,Kembang Tanjong,WIB,5.3035232,96.0152096,12,2025-03-04 02:28:14.7,2025-03-04 02:28:14.7
110709,11.07.09,1107,Kota Sigli,WIB,5.3847763,95.9602371,8,2025-03-04 02:28:14.701,2025-03-04 02:28:14.701
110711,11.07.11,1107,Mila,WIB,5.3025642,95.9164124,29,2025-03-04 02:28:14.702,2025-03-04 02:28:14.702
110712,11.07.12,1107,Muara Tiga,WIB,5.5121085,95.8453915,5,2025-03-04 02:28:14.702,2025-03-04 02:28:14.702
110713,11.07.13,1107,Mutiara,WIB,5.2816076,95.976765,22,2025-03-04 02:28:14.703,2025-03-04 02:28:14.703
110714,11.07.14,1107,Padang Tiji,WIB,5.3735815,95.8456158,22,2025-03-04 02:28:14.704,2025-03-04 02:28:14.704
110715,11.07.15,1107,Peukan Baro,WIB,5.3073539,95.9637631,17,2025-03-04 02:28:14.704,2025-03-04 02:28:14.704
110716,11.07.16,1107,Pidie,WIB,5.374196,95.9461758,9,2025-03-04 02:28:14.705,2025-03-04 02:28:14.705
110717,11.07.17,1107,Sakti,WIB,5.2519451,95.9431468,35,2025-03-04 02:28:14.705,2025-03-04 02:28:14.705
110718,11.07.18,1107,Simpang Tiga,WIB,5.3468561,95.9912925,11,2025-03-04 02:28:14.706,2025-03-04 02:28:14.706
110719,11.07.19,1107,Tangse,WIB,5.0147435,95.9150391,468,2025-03-04 02:28:14.707,2025-03-04 02:28:14.707
110721,11.07.21,1107,Tiro/Truseb,WIB,5.2228877,95.9555836,54,2025-03-04 02:28:14.707,2025-03-04 02:28:14.707
110722,11.07.22,1107,Keumala,WIB,5.2340914,95.8890026,64,2025-03-04 02:28:14.708,2025-03-04 02:28:14.708
110724,11.07.24,1107,Mutiara Timur,WIB,5.2668226,95.9890274,24,2025-03-04 02:28:14.709,2025-03-04 02:28:14.709
110725,11.07.25,1107,Grong-Grong,WIB,5.3804996,95.9083695,6,2025-03-04 02:28:14.709,2025-03-04 02:28:14.709
110727,11.07.27,1107,Mane,WIB,4.8703407,96.087502,417,2025-03-04 02:28:14.71,2025-03-04 02:28:14.71
110729,11.07.29,1107,Glumpang Baro,WIB,5.2856772,96.0233182,16,2025-03-04 02:28:14.711,2025-03-04 02:28:14.711
110731,11.07.31,1107,Titeue,WIB,5.2416196,95.926137,46,2025-03-04 02:28:14.712,2025-03-04 02:28:14.712
110801,11.08.01,1108,Baktiya,WIB,5.1331057,97.4083727,10,2025-03-04 02:28:14.713,2025-03-04 02:28:14.713
110802,11.08.02,1108,Dewantara,WIB,5.2368755,97.0231747,8,2025-03-04 02:28:14.714,2025-03-04 02:28:14.714
110803,11.08.03,1108,Kuta Makmur,WIB,5.1105031,97.0817629,19,2025-03-04 02:28:14.717,2025-03-04 02:28:14.717
110804,11.08.04,1108,Lhoksukon,WIB,5.0412639,97.3223331,7,2025-03-04 02:28:14.717,2025-03-04 02:28:14.717
110805,11.08.05,1108,Matangkuli,WIB,5.0369211,97.267686,12,2025-03-04 02:28:14.718,2025-03-04 02:28:14.718
110806,11.08.06,1108,Muara Batu,WIB,5.2401974,96.9136407,7,2025-03-04 02:28:14.719,2025-03-04 02:28:14.719
110807,11.08.07,1108,Meurah Mulia,WIB,5.0943453,97.2061853,13,2025-03-04 02:28:14.719,2025-03-04 02:28:14.719
110808,11.08.08,1108,Samudera,WIB,5.1176829,97.2085947,7,2025-03-04 02:28:14.72,2025-03-04 02:28:14.72
110809,11.08.09,1108,Seunuddon,WIB,5.1758082,97.4342201,3,2025-03-04 02:28:14.721,2025-03-04 02:28:14.721
110810,11.08.10,1108,Syamtalira Aron,WIB,5.1033186,97.2554772,4,2025-03-04 02:28:14.722,2025-03-04 02:28:14.722
110811,11.08.11,1108,Syamtalira Bayu,WIB,5.0810238,97.1859794,16,2025-03-04 02:28:14.722,2025-03-04 02:28:14.722
110812,11.08.12,1108,Tanah Luas,WIB,5.057019,97.2597048,10,2025-03-04 02:28:14.723,2025-03-04 02:28:14.723
110813,11.08.13,1108,Tanah Pasir,WIB,5.1035432,97.2556574,4,2025-03-04 02:28:14.724,2025-03-04 02:28:14.724
110814,11.08.14,1108,T. Jambo Aye,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.725,2025-03-04 02:28:14.725
110815,11.08.15,1108,Sawang,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.725,2025-03-04 02:28:14.725
110816,11.08.16,1108,Nisam,WIB,5.2282902,97.0252201,9,2025-03-04 02:28:14.726,2025-03-04 02:28:14.726
110817,11.08.17,1108,Cot Girek,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.727,2025-03-04 02:28:14.727
110818,11.08.18,1108,Langkahan,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.728,2025-03-04 02:28:14.728
110819,11.08.19,1108,Baktiya Barat,WIB,5.1171796,97.3611805,7,2025-03-04 02:28:14.729,2025-03-04 02:28:14.729
110820,11.08.20,1108,Paya Bakong,WIB,4.9934154,97.229963,23,2025-03-04 02:28:14.729,2025-03-04 02:28:14.729
110821,11.08.21,1108,Nibong,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.73,2025-03-04 02:28:14.73
110822,11.08.22,1108,Simpang Kramat,WIB,5.0890736,97.1128534,17,2025-03-04 02:28:14.731,2025-03-04 02:28:14.731
110823,11.08.23,1108,Lapang,WIB,5.168113,97.2968753,4,2025-03-04 02:28:14.731,2025-03-04 02:28:14.731
110824,11.08.24,1108,Pirak Timur,WIB,4.9935387,97.2752679,14,2025-03-04 02:28:14.732,2025-03-04 02:28:14.732
110825,11.08.25,1108,Geuredong Pase,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.733,2025-03-04 02:28:14.733
110826,11.08.26,1108,Banda Baro,WIB,5.1951666,96.9678773,16,2025-03-04 02:28:14.734,2025-03-04 02:28:14.734
110827,11.08.27,1108,Nisam Antara,WIB,5.0806138,96.9864758,314,2025-03-04 02:28:14.735,2025-03-04 02:28:14.735
110901,11.09.01,1109,Simeulue Tengah,WIB,2.5927697,95.9686049,10,2025-03-04 02:28:14.735,2025-03-04 02:28:14.735
110902,11.09.02,1109,Salang,WIB,2.6288735,95.8883307,7,2025-03-04 02:28:14.736,2025-03-04 02:28:14.736
110903,11.09.03,1109,Teupah Barat,WIB,2.4427107,96.2410933,8,2025-03-04 02:28:14.737,2025-03-04 02:28:14.737
110904,11.09.04,1109,Simeulue Timur,WIB,2.4789648,96.3803791,7,2025-03-04 02:28:14.738,2025-03-04 02:28:14.738
110905,11.09.05,1109,Teluk Dalam,WIB,2.6607913,96.0925817,3,2025-03-04 02:28:14.738,2025-03-04 02:28:14.738
110906,11.09.06,1109,Simeulue Barat,WIB,2.7830038,95.9198387,38,2025-03-04 02:28:14.739,2025-03-04 02:28:14.739
110907,11.09.07,1109,Teupah Selatan,WIB,2.4039502,96.4814239,0,2025-03-04 02:28:14.74,2025-03-04 02:28:14.74
110908,11.09.08,1109,Alapan,WIB,2.9002117,95.7766823,4,2025-03-04 02:28:14.743,2025-03-04 02:28:14.743
110909,11.09.09,1109,Teupah Tengah,WIB,2.4098677,96.3363948,14,2025-03-04 02:28:14.744,2025-03-04 02:28:14.744
110910,11.09.10,1109,Simeulue Cut,WIB,2.5878251,95.9378423,10,2025-03-04 02:28:14.745,2025-03-04 02:28:14.745
111001,11.10.01,1110,Pulau Banyak,WIB,2.3198851,97.413802,12,2025-03-04 02:28:14.746,2025-03-04 02:28:14.746
111002,11.10.02,1110,Simpang Kanan,WIB,2.4382133,97.9903392,55,2025-03-04 02:28:14.746,2025-03-04 02:28:14.746
111004,11.10.04,1110,Singkil,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.747,2025-03-04 02:28:14.747
111006,11.10.06,1110,Gunung Meriah,WIB,2.3905149,97.9623759,39,2025-03-04 02:28:14.747,2025-03-04 02:28:14.747
111009,11.10.09,1110,Kota Baharu,WIB,2.4203087,97.8795848,25,2025-03-04 02:28:14.748,2025-03-04 02:28:14.748
111010,11.10.10,1110,Singkil Utara,WIB,2.2791881,97.9253868,4,2025-03-04 02:28:14.748,2025-03-04 02:28:14.748
111011,11.10.11,1110,Danau Paris,WIB,2.3286825,98.1055381,38,2025-03-04 02:28:14.749,2025-03-04 02:28:14.749
111012,11.10.12,1110,Suro Makmur,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.75,2025-03-04 02:28:14.75
111013,11.10.13,1110,Singkohor,WIB,4.695135,96.7493993,1051,2025-03-04 02:28:14.75,2025-03-04 02:28:14.75
111014,11.10.14,1110,Kuala Baru,WIB,2.3496125,97.7112967,7,2025-03-04 02:28:14.751,2025-03-04 02:28:14.751
111016,11.10.16,1110,Pulau Banyak Barat,WIB,2.2278739,97.2326992,9,2025-03-04 02:28:14.752,2025-03-04 02:28:14.752
111101,11.11.01,1111,Samalanga,WIB,5.2061654,96.3689931,9,2025-03-04 02:28:14.752,2025-03-04 02:28:14.752
111102,11.11.02,1111,Jeunieb,WIB,5.1891401,96.4938338,6,2025-03-04 02:28:14.753,2025-03-04 02:28:14.753
111103,11.11.03,1111,Peudada,WIB,5.1969566,96.5884556,12,2025-03-04 02:28:14.754,2025-03-04 02:28:14.754
111104,11.11.04,1111,Jeumpa,WIB,5.2069721,96.6589602,10,2025-03-04 02:28:14.754,2025-03-04 02:28:14.754
111105,11.11.05,1111,Peusangan,WIB,5.1969264,96.7881739,13,2025-03-04 02:28:14.755,2025-03-04 02:28:14.755
111106,11.11.06,1111,Makmur,WIB,5.161156,96.868367,29,2025-03-04 02:28:14.756,2025-03-04 02:28:14.756
111107,11.11.07,1111,Gandapura,WIB,5.232991,96.8902369,10,2025-03-04 02:28:14.756,2025-03-04 02:28:14.756
111108,11.11.08,1111,Pandrah,WIB,5.1854584,96.4707052,14,2025-03-04 02:28:14.757,2025-03-04 02:28:14.757
111109,11.11.09,1111,Juli,WIB,5.1222339,96.715042,32,2025-03-04 02:28:14.758,2025-03-04 02:28:14.758
111110,11.11.10,1111,Jangka,WIB,5.1991153,96.789526,14,2025-03-04 02:28:14.759,2025-03-04 02:28:14.759
111111,11.11.11,1111,Simpang Mamplam,WIB,5.1903381,96.4080693,12,2025-03-04 02:28:14.759,2025-03-04 02:28:14.759
111112,11.11.12,1111,Peulimbang,WIB,5.1870643,96.528024,8,2025-03-04 02:28:14.76,2025-03-04 02:28:14.76
111113,11.11.13,1111,Kota Juang,WIB,5.2017599,96.7023643,20,2025-03-04 02:28:14.76,2025-03-04 02:28:14.76
111114,11.11.14,1111,Kuala,WIB,5.223683,96.7052045,12,2025-03-04 02:28:14.761,2025-03-04 02:28:14.761
111115,11.11.15,1111,Peusangan Siblah Krueng,WIB,5.1783255,96.8154112,19,2025-03-04 02:28:14.761,2025-03-04 02:28:14.761
111116,11.11.16,1111,Peusangan Selatan,WIB,5.1050155,96.7655157,36,2025-03-04 02:28:14.762,2025-03-04 02:28:14.762
111117,11.11.17,1111,Kuta Blang,WIB,5.2108054,96.8288726,15,2025-03-04 02:28:14.762,2025-03-04 02:28:14.762
111201,11.12.01,1112,Blang Pidie,WIB,3.7431465,96.8326488,14,2025-03-04 02:28:14.763,2025-03-04 02:28:14.763
111202,11.12.02,1112,Tangan-Tangan,WIB,3.6599347,96.9092609,15,2025-03-04 02:28:14.764,2025-03-04 02:28:14.764
111203,11.12.03,1112,Manggeng,WIB,3.60821,96.9188,6,2025-03-04 02:28:14.764,2025-03-04 02:28:14.764
111204,11.12.04,1112,Susoh,WIB,3.728577,96.812576,7,2025-03-04 02:28:14.765,2025-03-04 02:28:14.765
111205,11.12.05,1112,Kuala Batee,WIB,3.8218826,96.7609777,28,2025-03-04 02:28:14.766,2025-03-04 02:28:14.766
111206,11.12.06,1112,Babah Rot,WIB,3.933333,96.7,123,2025-03-04 02:28:14.767,2025-03-04 02:28:14.767
111207,11.12.07,1112,Setia,WIB,3.7078495,96.8719767,15,2025-03-04 02:28:14.768,2025-03-04 02:28:14.768
111208,11.12.08,1112,Jeumpa,WIB,3.7760811,96.8174776,24,2025-03-04 02:28:14.768,2025-03-04 02:28:14.768
111209,11.12.09,1112,Lembah Sabil,WIB,3.589112,96.9343064,11,2025-03-04 02:28:14.769,2025-03-04 02:28:14.769
111301,11.13.01,1113,Blangkejeren,WIB,3.9967196,97.3416152,925,2025-03-04 02:28:14.77,2025-03-04 02:28:14.77
111302,11.13.02,1113,Kutapanjang,WIB,4.016734,97.2789708,1030,2025-03-04 02:28:14.771,2025-03-04 02:28:14.771
111303,11.13.03,1113,Rikit Gaib,WIB,4.1046375,97.2541145,851,2025-03-04 02:28:14.771,2025-03-04 02:28:14.771
