id,kemendragi_code,province_id,name,timezone,lat,lng,elevation,created_at,updated_at
6209,62.09,62,Kabupaten Lamandau,WIB,-1.8526377,111.2845025,106,2025-03-04 02:28:14.377,2025-03-04 02:28:14.377
6210,62.10,62,Kabupaten Gunung Mas,WIB,-1.2522464,113.5728501,84,2025-03-04 02:28:14.381,2025-03-04 02:28:14.381
6211,62.11,62,Kabupaten Pulang Pisau,WIB,-2.7582411,114.2657969,4,2025-03-04 02:28:14.382,2025-03-04 02:28:14.382
6212,62.12,62,Kabupaten Murung Raya,WIB,-0.1362171,114.3341432,574,2025-03-04 02:28:14.383,2025-03-04 02:28:14.383
6213,62.13,62,Kabupaten Barito Timur,WIB,-2.0123999,115.188916,54,2025-03-04 02:28:14.384,2025-03-04 02:28:14.384
6271,62.71,62,Kota Palangkaraya,WIB,-2.2161048,113.913977,16,2025-03-04 02:28:14.385,2025-03-04 02:28:14.385
6301,63.01,63,Kabupaten Tanah Laut,WITA,-3.7694047,114.8092691,23,2025-03-04 02:28:14.386,2025-03-04 02:28:14.386
6302,63.02,63,Kabupaten Kotabaru,WITA,-3.0029841,115.9467997,85,2025-03-04 02:28:14.387,2025-03-04 02:28:14.387
6303,63.03,63,Kabupaten Banjar,WITA,-3.3200228,114.9991464,17,2025-03-04 02:28:14.388,2025-03-04 02:28:14.388
6304,63.04,63,Kabupaten Barito Kuala,WITA,-3.0714738,114.6667939,5,2025-03-04 02:28:14.388,2025-03-04 02:28:14.388
6305,63.05,63,Kabupaten Tapin,WITA,-2.9160746,115.0465991,4,2025-03-04 02:28:14.389,2025-03-04 02:28:14.389
6306,63.06,63,Kabupaten Hulu Sungai Selatan,WITA,-2.7662681,115.2363408,15,2025-03-04 02:28:14.39,2025-03-04 02:28:14.39
6307,63.07,63,Kabupaten Hulu Sungai Tengah,WITA,-2.6153162,115.5207358,142,2025-03-04 02:28:14.394,2025-03-04 02:28:14.394
6308,63.08,63,Kabupaten Hulu Sungai Utara,WITA,-2.4421225,115.188916,6,2025-03-04 02:28:14.395,2025-03-04 02:28:14.395
6309,63.09,63,Kabupaten Tabalong,WITA,-1.864302,115.5681084,71,2025-03-04 02:28:14.396,2025-03-04 02:28:14.396
6310,63.10,63,Kabupaten Tanah Bumbu,WITA,-3.4512244,115.5681084,50,2025-03-04 02:28:14.397,2025-03-04 02:28:14.397
6311,63.11,63,Kabupaten Balangan,WITA,-2.3260425,115.6154732,49,2025-03-04 02:28:14.398,2025-03-04 02:28:14.398
6371,63.71,63,Kota Banjarmasin,WITA,-3.3123016,114.5765846,7,2025-03-04 02:28:14.401,2025-03-04 02:28:14.401
6372,63.72,63,Kota Banjarbaru,WITA,-3.3123016,114.5765846,7,2025-03-04 02:28:14.402,2025-03-04 02:28:14.402
6401,64.01,64,Kabupaten Paser,WITA,-1.7175266,115.9467997,153,2025-03-04 02:28:14.403,2025-03-04 02:28:14.403
6402,64.02,64,Kabupaten Kutai Kartanegara,WITA,-0.1336655,116.6081653,5,2025-03-04 02:28:14.403,2025-03-04 02:28:14.403
6403,64.03,64,Kabupaten Berau,WITA,2.2791966,118.0908588,14,2025-03-04 02:28:14.404,2025-03-04 02:28:14.404
6407,64.07,64,Kabupaten Kutai Barat,WITA,-0.1674584,115.6253477,161,2025-03-04 02:28:14.405,2025-03-04 02:28:14.405
6408,64.08,64,Kabupaten Kutai Timur,WITA,0.9433774,116.9852422,90,2025-03-04 02:28:14.406,2025-03-04 02:28:14.406
6409,64.09,64,Kabupaten Penajam Paser Utara,WITA,-1.2917094,116.5137964,55,2025-03-04 02:28:14.406,2025-03-04 02:28:14.406
6411,64.11,64,Kabupaten Mahakam Ulu,WITA,0.9616678,114.7142918,218,2025-03-04 02:28:14.407,2025-03-04 02:28:14.407
6471,64.71,64,Kota Balikpapan,WITA,-1.2379274,116.8528526,20,2025-03-04 02:28:14.408,2025-03-04 02:28:14.408
6472,64.72,64,Kota Samarinda,WITA,-0.4966137,117.1616717,5,2025-03-04 02:28:14.41,2025-03-04 02:28:14.41
6474,64.74,64,Kota Bontang,WITA,0.120863,117.4800445,15,2025-03-04 02:28:14.411,2025-03-04 02:28:14.411
6501,65.01,65,Kabupaten Bulungan,WITA,2.9042476,116.9852422,296,2025-03-04 02:28:14.412,2025-03-04 02:28:14.412
6502,65.02,65,Kabupaten Malinau,WITA,3.0730929,116.0413889,611,2025-03-04 02:28:14.413,2025-03-04 02:28:14.413
6503,65.03,65,Kabupaten Nunukan,WITA,4.0809649,116.6081653,717,2025-03-04 02:28:14.414,2025-03-04 02:28:14.414
6504,65.04,65,Kabupaten Tana Tidung,WITA,3.551869,117.0794082,25,2025-03-04 02:28:14.415,2025-03-04 02:28:14.415
6571,65.71,65,Kota Tarakan,WITA,3.3273599,117.5785049,21,2025-03-04 02:28:14.416,2025-03-04 02:28:14.416
7101,71.01,71,Kabupaten Bolaang Mongondow,WITA,0.6870994,124.0641419,590,2025-03-04 02:28:14.417,2025-03-04 02:28:14.417
7102,71.02,71,Kabupaten Minahasa,WITA,1.2168837,124.8182593,821,2025-03-04 02:28:14.417,2025-03-04 02:28:14.417
7103,71.03,71,Kabupaten Kepulauan Sangihe,WITA,2.940319308852,125.49974230881,0,2025-03-04 02:28:14.418,2025-03-04 02:28:14.418
7104,71.04,71,Kabupaten Kepulauan Talaud,WITA,4.2845612091425,126.89968887042,36,2025-03-04 02:28:14.419,2025-03-04 02:28:14.419
7105,71.05,71,Kabupaten Minahasa Selatan,WITA,1.0946773,124.4641848,585,2025-03-04 02:28:14.419,2025-03-04 02:28:14.419
7106,71.06,71,Kabupaten Minahasa Utara,WITA,1.5327973,124.994751,219,2025-03-04 02:28:14.42,2025-03-04 02:28:14.42
7107,71.07,71,Kabupaten Minahasa Tenggara,WITA,1.0278551,124.7298765,360,2025-03-04 02:28:14.421,2025-03-04 02:28:14.421
7108,71.08,71,Kabupaten Bolaang Mongondow Utara,WITA,0.9070359,123.2657311,8,2025-03-04 02:28:14.422,2025-03-04 02:28:14.422
7109,71.09,71,Kabupaten Kepulauan Siau Tagulandang Biaro,WITA,2.345964,125.4124355,299,2025-03-04 02:28:14.423,2025-03-04 02:28:14.423
7110,71.10,71,Kabupaten Bolaang Mongondow Timur,WITA,0.7152651,124.4641848,1059,2025-03-04 02:28:14.424,2025-03-04 02:28:14.424
7111,71.11,71,Kabupaten Bolaang Mongondow Selatan,WITA,0.4439955,124.2617614,27,2025-03-04 02:28:14.425,2025-03-04 02:28:14.425
7171,71.71,71,Kota Manado,WITA,1.4748305,124.8420794,56,2025-03-04 02:28:14.426,2025-03-04 02:28:14.426
7172,71.72,71,Kota Bitung,WITA,1.4403744,125.1216524,16,2025-03-04 02:28:14.426,2025-03-04 02:28:14.426
7173,71.73,71,Kota Tomohon,WITA,1.3271885,124.8384833,773,2025-03-04 02:28:14.427,2025-03-04 02:28:14.427
7174,71.74,71,Kota Kotamobagu,WITA,0.7243733,124.3199316,257,2025-03-04 02:28:14.428,2025-03-04 02:28:14.428
7201,72.01,72,Kabupaten Banggai,WITA,-0.956178,122.6277455,1382,2025-03-04 02:28:14.431,2025-03-04 02:28:14.431
7202,72.02,72,Kabupaten Poso,WITA,-1.3949976,120.753772,10,2025-03-04 02:28:14.431,2025-03-04 02:28:14.431
7203,72.03,72,Kabupaten Donggala,WITA,-0.4233155,119.8352303,258,2025-03-04 02:28:14.432,2025-03-04 02:28:14.432
7204,72.04,72,Kabupaten Toli Toli,WITA,0.8768231,120.7579834,157,2025-03-04 02:28:14.435,2025-03-04 02:28:14.435
7205,72.05,72,Kabupaten Buol,WITA,1.1348741,121.4370471,7,2025-03-04 02:28:14.436,2025-03-04 02:28:14.436
7206,72.06,72,Kabupaten Morowali,WITA,-2.6987231,121.9017954,478,2025-03-04 02:28:14.437,2025-03-04 02:28:14.437
7207,72.07,72,Kabupaten Banggai Kepulauan,WITA,-1.3075939,123.0338767,231,2025-03-04 02:28:14.437,2025-03-04 02:28:14.437
7208,72.08,72,Kabupaten Parigi Moutong,WITA,0.4856312,120.9328208,12,2025-03-04 02:28:14.438,2025-03-04 02:28:14.438
7209,72.09,72,Kabupaten Tojo Una Una,WITA,-1.098757,121.5370003,431,2025-03-04 02:28:14.439,2025-03-04 02:28:14.439
7210,72.10,72,Kabupaten Sigi,WITA,-1.3859904,119.8815203,1590,2025-03-04 02:28:14.439,2025-03-04 02:28:14.439
7211,72.11,72,Kabupaten Banggai Laut,WITA,-1.6734525,123.5504076,286,2025-03-04 02:28:14.44,2025-03-04 02:28:14.44
7212,72.12,72,Kabupaten Morowali Utara,WITA,-1.6311761,121.3541631,1190,2025-03-04 02:28:14.441,2025-03-04 02:28:14.441
7271,72.71,72,Kota Palu,WITA,-0.9002915,119.8779987,32,2025-03-04 02:28:14.442,2025-03-04 02:28:14.442
7301,73.01,73,Kabupaten Kepulauan Selayar,WITA,-6.2869786,120.5048792,363,2025-03-04 02:28:14.443,2025-03-04 02:28:14.443
7302,73.02,73,Kabupaten Bulukumba,WITA,-5.4329368,120.2051096,119,2025-03-04 02:28:14.443,2025-03-04 02:28:14.443
7303,73.03,73,Kabupaten Bantaeng,WITA,-5.5169316,120.0202964,145,2025-03-04 02:28:14.444,2025-03-04 02:28:14.444
7304,73.04,73,Kabupaten Jeneponto,WITA,-5.554579,119.6730939,122,2025-03-04 02:28:14.445,2025-03-04 02:28:14.445
7305,73.05,73,Kabupaten Takalar,WITA,-5.4162493,119.4875668,14,2025-03-04 02:28:14.446,2025-03-04 02:28:14.446
7306,73.06,73,Kabupaten Gowa,WITA,-5.3102888,119.742604,696,2025-03-04 02:28:14.446,2025-03-04 02:28:14.446
7307,73.07,73,Kabupaten Sinjai,WITA,-5.2171961,120.112735,325,2025-03-04 02:28:14.447,2025-03-04 02:28:14.447
7308,73.08,73,Kabupaten Bone,WITA,-4.7443383,120.0665236,113,2025-03-04 02:28:14.448,2025-03-04 02:28:14.448
7309,73.09,73,Kabupaten Maros,WITA,-5.0549145,119.6962677,198,2025-03-04 02:28:14.448,2025-03-04 02:28:14.448
7310,73.10,73,Kabupaten Pangkajene Kepulauan,WITA,-4.805035,119.5571677,3,2025-03-04 02:28:14.449,2025-03-04 02:28:14.449
7311,73.11,73,Kabupaten Barru,WITA,-4.436417,119.6499162,120,2025-03-04 02:28:14.452,2025-03-04 02:28:14.452
7312,73.12,73,Kabupaten Soppeng,WITA,-4.3518541,119.9277947,39,2025-03-04 02:28:14.453,2025-03-04 02:28:14.453
7313,73.13,73,Kabupaten Wajo,WITA,-4.022229,120.0665236,57,2025-03-04 02:28:14.454,2025-03-04 02:28:14.454
7314,73.14,73,Kabupaten Sidenreng Rappang,WITA,-3.7738981,120.0202964,51,2025-03-04 02:28:14.455,2025-03-04 02:28:14.455
7315,73.15,73,Kabupaten Pinrang,WITA,-3.6483486,119.5571677,105,2025-03-04 02:28:14.457,2025-03-04 02:28:14.457
7316,73.16,73,Kabupaten Enrekang,WITA,-3.4590744,119.8815203,969,2025-03-04 02:28:14.46,2025-03-04 02:28:14.46
7317,73.17,73,Kabupaten Luwu,WITA,-3.3052214,120.2512728,65,2025-03-04 02:28:14.461,2025-03-04 02:28:14.461
7318,73.18,73,Kabupaten Tana Toraja,WITA,-3.0753003,119.742604,1095,2025-03-04 02:28:14.462,2025-03-04 02:28:14.462
7322,73.22,73,Kabupaten Luwu Utara,WITA,-2.2690446,119.9740534,1220,2025-03-04 02:28:14.463,2025-03-04 02:28:14.463
7324,73.24,73,Kabupaten Luwu Timur,WITA,-2.5825518,121.1710389,1151,2025-03-04 02:28:14.463,2025-03-04 02:28:14.463
7326,73.26,73,Kabupaten Toraja Utara,WITA,-2.8621942,119.8352303,1542,2025-03-04 02:28:14.464,2025-03-04 02:28:14.464
7371,73.71,73,Kota Makassar,WITA,-5.1831744,119.4192385,8,2025-03-04 02:28:14.465,2025-03-04 02:28:14.465
7372,73.72,73,Kota Pare Pare,WITA,-4.0096221,119.6290617,14,2025-03-04 02:28:14.467,2025-03-04 02:28:14.467
7373,73.73,73,Kota Palopo,WITA,-3.0016343,120.1985141,10,2025-03-04 02:28:14.467,2025-03-04 02:28:14.467
7401,74.01,74,Kabupaten Kolaka,WITA,-4.0673734,121.6207639,8,2025-03-04 02:28:14.468,2025-03-04 02:28:14.468
7402,74.02,74,Kabupaten Konawe,WITA,-3.9380432,122.0837445,31,2025-03-04 02:28:14.469,2025-03-04 02:28:14.469
7403,74.03,74,Kabupaten Muna,WITA,-4.901629,122.6277455,202,2025-03-04 02:28:14.469,2025-03-04 02:28:14.469
7404,74.04,74,Kabupaten Buton,WITA,-5.3096355,122.9888319,130,2025-03-04 02:28:14.47,2025-03-04 02:28:14.47
7405,74.05,74,Kabupaten Konawe Selatan,WITA,-4.2027915,122.4467238,277,2025-03-04 02:28:14.471,2025-03-04 02:28:14.471
7406,74.06,74,Kabupaten Bombana,WITA,-4.6543462,121.9017954,81,2025-03-04 02:28:14.472,2025-03-04 02:28:14.472
7407,74.07,74,Kabupaten Wakatobi,WITA,-5.67046665,123.79394565,0,2025-03-04 02:28:14.473,2025-03-04 02:28:14.473
7408,74.08,74,Kabupaten Kolaka Utara,WITA,-3.1347227,121.1710389,546,2025-03-04 02:28:14.474,2025-03-04 02:28:14.474
7409,74.09,74,Kabupaten Konawe Utara,WITA,-3.3803291,122.0837445,22,2025-03-04 02:28:14.475,2025-03-04 02:28:14.475
7410,74.10,74,Kabupaten Buton Utara,WITA,-4.7023424,123.0338767,13,2025-03-04 02:28:14.476,2025-03-04 02:28:14.476
7411,74.11,74,Kabupaten Kolaka Timur,WITA,-4.2279225,121.9017954,51,2025-03-04 02:28:14.477,2025-03-04 02:28:14.477
7412,74.12,74,Kabupaten Konawe Kepulauan,WITA,-4.1361465,123.1239049,646,2025-03-04 02:28:14.477,2025-03-04 02:28:14.477
7413,74.13,74,Kabupaten Muna Barat,WITA,-4.7990321,122.4969606,24,2025-03-04 02:28:14.478,2025-03-04 02:28:14.478
7414,74.14,74,Kabupaten Buton Tengah,WITA,-5.291781,122.3787597,90,2025-03-04 02:28:14.479,2025-03-04 02:28:14.479
7415,74.15,74,Kabupaten Buton Selatan,WITA,-5.3096355,122.9888319,130,2025-03-04 02:28:14.48,2025-03-04 02:28:14.48
7471,74.71,74,Kota Kendari,WITA,-3.9984597,122.5129742,3,2025-03-04 02:28:14.481,2025-03-04 02:28:14.481
7472,74.72,74,Kota Bau Bau,WITA,-5.507078,122.596901,287,2025-03-04 02:28:14.483,2025-03-04 02:28:14.483
7501,75.01,75,Kabupaten Gorontalo,WITA,0.5435442,123.0567693,7,2025-03-04 02:28:14.483,2025-03-04 02:28:14.483
7502,75.02,75,Kabupaten Boalemo,WITA,0.4933486,122.297008,8,2025-03-04 02:28:14.484,2025-03-04 02:28:14.484
7503,75.03,75,Kabupaten Bone Bolango,WITA,0.5657885,123.3486147,525,2025-03-04 02:28:14.485,2025-03-04 02:28:14.485
7504,75.04,75,Kabupaten Pahuwato,WITA,0.7055278,121.7195459,345,2025-03-04 02:28:14.486,2025-03-04 02:28:14.486
7505,75.05,75,Kabupaten Gorontalo Utara,WITA,0.9252647,122.4920088,1210,2025-03-04 02:28:14.487,2025-03-04 02:28:14.487
7571,75.71,75,Kota Gorontalo,WITA,0.5435442,123.0567693,7,2025-03-04 02:28:14.487,2025-03-04 02:28:14.487
7601,76.01,76,Kabupaten Pasangkayu,WITA,-1.5264542,119.5107708,170,2025-03-04 02:28:14.488,2025-03-04 02:28:14.488
7602,76.02,76,Kabupaten Mamuju,WITA,-2.4920057,119.3250347,200,2025-03-04 02:28:14.49,2025-03-04 02:28:14.49
7603,76.03,76,Kabupaten Mamasa,WITA,-2.9429195,119.3769057,1136,2025-03-04 02:28:14.492,2025-03-04 02:28:14.492
7604,76.04,76,Kabupaten Polewali Mandar,WITA,-3.3419323,119.1390642,24,2025-03-04 02:28:14.493,2025-03-04 02:28:14.493
7605,76.05,76,Kabupaten Majene,WITA,-3.0297251,118.9062794,388,2025-03-04 02:28:14.494,2025-03-04 02:28:14.494
7606,76.06,76,Kabupaten Mamuju Tengah,WITA,-1.9354109,119.5107708,485,2025-03-04 02:28:14.494,2025-03-04 02:28:14.494
8101,81.01,81,Kabupaten Maluku Tengah,WIT,-3.0166501,129.4864411,352,2025-03-04 02:28:14.495,2025-03-04 02:28:14.495
8102,81.02,81,Kabupaten Maluku Tenggara,WIT,-3.2384616,130.1452734,715,2025-03-04 02:28:14.496,2025-03-04 02:28:14.496
8103,81.03,81,Kabupaten Kepulauan Tanimbar,WIT,-7.5322642,131.3611121,46,2025-03-04 02:28:14.497,2025-03-04 02:28:14.497
8104,81.04,81,Kabupaten Buru,WIT,-3.3307379,126.6957216,534,2025-03-04 02:28:14.498,2025-03-04 02:28:14.498
8105,81.05,81,Kabupaten Seram Bagian Timur,WIT,-3.4233267,130.2271243,165,2025-03-04 02:28:14.499,2025-03-04 02:28:14.499
8106,81.06,81,Kabupaten Seram Bagian Barat,WIT,-3.1271575,128.4008357,755,2025-03-04 02:28:14.502,2025-03-04 02:28:14.502
8107,81.07,81,Kabupaten Kepulauan Aru,WIT,-6.206729431144,134.47183940824,18,2025-03-04 02:28:14.502,2025-03-04 02:28:14.502
8108,81.08,81,Kabupaten Maluku Barat Daya,WIT,-7.7851588,126.3498097,705,2025-03-04 02:28:14.503,2025-03-04 02:28:14.503
8109,81.09,81,Kabupaten Buru Selatan,WIT,-3.7273972,126.6957216,808,2025-03-04 02:28:14.504,2025-03-04 02:28:14.504
8171,81.71,81,Kota Ambon,WIT,-3.6386665,128.1688559,136,2025-03-04 02:28:14.505,2025-03-04 02:28:14.505
8172,81.72,81,Kota Tual,WIT,-5.626563,132.7520867,30,2025-03-04 02:28:14.506,2025-03-04 02:28:14.506
8201,82.01,82,Kabupaten Halmahera Barat,WIT,1.3589663,127.5960704,247,2025-03-04 02:28:14.506,2025-03-04 02:28:14.506
8202,82.02,82,Kabupaten Halmahera Tengah,WIT,0.4419543,128.3587174,21,2025-03-04 02:28:14.507,2025-03-04 02:28:14.507
8203,82.03,82,Kabupaten Halmahera Utara,WIT,1.5074308,127.8936663,100,2025-03-04 02:28:14.508,2025-03-04 02:28:14.508
8204,82.04,82,Kabupaten Halmahera Selatan,WIT,-1.5109015,127.7237678,1115,2025-03-04 02:28:14.509,2025-03-04 02:28:14.509
8205,82.05,82,Kabupaten Kepulauan Sula,WIT,-2.1202688244058,125.91284333639,342,2025-03-04 02:28:14.51,2025-03-04 02:28:14.51
8206,82.06,82,Kabupaten Halmahera Timur,WIT,1.3121235,128.4849923,326,2025-03-04 02:28:14.512,2025-03-04 02:28:14.512
8207,82.07,82,Kabupaten Pulau Morotai,WIT,2.3656672,128.4008357,549,2025-03-04 02:28:14.513,2025-03-04 02:28:14.513
8208,82.08,82,Kabupaten Pulau Taliabu,WIT,-1.8268344,124.7740793,589,2025-03-04 02:28:14.513,2025-03-04 02:28:14.513
8271,82.71,82,Kota Ternate,WIT,0.7710308,127.3695176,42,2025-03-04 02:28:14.514,2025-03-04 02:28:14.514
8272,82.72,82,Kota Tidore Kepulauan,WIT,0.5060207,127.681228,382,2025-03-04 02:28:14.515,2025-03-04 02:28:14.515
9103,91.03,91,Kabupaten Jayapura,WIT,-2.987923,139.8547266,600,2025-03-04 02:28:14.516,2025-03-04 02:28:14.516
9105,91.05,91,Kabupaten Kepulauan Yapen,WIT,-1.7469359,136.1709012,726,2025-03-04 02:28:14.517,2025-03-04 02:28:14.517
9106,91.06,91,Kabupaten Biak Numfor,WIT,-1.0381022,135.9800848,102,2025-03-04 02:28:14.518,2025-03-04 02:28:14.518
9110,91.10,91,Kabupaten Sarmi,WIT,-1.8899839,138.753058,10,2025-03-04 02:28:14.519,2025-03-04 02:28:14.519
9111,91.11,91,Kabupaten Keerom,WIT,-3.3449536,140.7624493,300,2025-03-04 02:28:14.523,2025-03-04 02:28:14.523
9115,91.15,91,Kabupaten Waropen,WIT,-2.8435717,136.670534,141,2025-03-04 02:28:14.525,2025-03-04 02:28:14.525
9119,91.19,91,Kabupaten Supiori,WIT,-0.7295099,135.6385125,119,2025-03-04 02:28:14.526,2025-03-04 02:28:14.526
9120,91.20,91,Kabupaten Mamberamo Raya,WIT,-2.5331255,137.7637565,622,2025-03-04 02:28:14.527,2025-03-04 02:28:14.527
9171,91.71,91,Kota Jayapura,WIT,-2.5916025,140.6689995,19,2025-03-04 02:28:14.527,2025-03-04 02:28:14.527
9202,92.02,92,Kabupaten Manokwari,WIT,-0.8614531,134.0620421,23,2025-03-04 02:28:14.528,2025-03-04 02:28:14.528
9203,92.03,92,Kabupaten Fak Fak,WIT,-2.9301404,132.3024382,30,2025-03-04 02:28:14.53,2025-03-04 02:28:14.53
9206,92.06,92,Kabupaten Teluk Bintuni,WIT,-1.9056848,133.329466,71,2025-03-04 02:28:14.532,2025-03-04 02:28:14.532
9207,92.07,92,Kabupaten Teluk Wondama,WIT,-2.8551699,134.3236557,671,2025-03-04 02:28:14.533,2025-03-04 02:28:14.533
9208,92.08,92,Kabupaten Kaimana,WIT,-3.288406,133.9436788,1109,2025-03-04 02:28:14.534,2025-03-04 02:28:14.534
9211,92.11,92,Kabupaten Manokwari Selatan,WIT,-0.8912103,134.046322,24,2025-03-04 02:28:14.535,2025-03-04 02:28:14.535
9212,92.12,92,Kabupaten Pegunungan Arfak,WIT,-1.1554562,133.7142484,1985,2025-03-04 02:28:14.536,2025-03-04 02:28:14.536
9301,93.01,93,Kabupaten Merauke,WIT,-8.4973832,140.395268,9,2025-03-04 02:28:14.537,2025-03-04 02:28:14.537
9302,93.02,93,Kabupaten Boven Digoel,WIT,-5.7400018,140.3481835,57,2025-03-04 02:28:14.537,2025-03-04 02:28:14.537
9303,93.03,93,Kabupaten Mappi,WIT,-6.7606468,139.6911374,48,2025-03-04 02:28:14.538,2025-03-04 02:28:14.538
9304,93.04,93,Kabupaten Asmat,WIT,-5.0573958,138.3988186,11,2025-03-04 02:28:14.538,2025-03-04 02:28:14.538
9401,94.01,94,Kabupaten Nabire,WIT,-3.5095462,135.7520985,606,2025-03-04 02:28:14.539,2025-03-04 02:28:14.539
9402,94.02,94,Kabupaten Puncak Jaya,WIT,-3.4467891,137.8427298,1007,2025-03-04 02:28:14.54,2025-03-04 02:28:14.54
9403,94.03,94,Kabupaten Paniai,WIT,-3.7876441,136.3624686,1973,2025-03-04 02:28:14.542,2025-03-04 02:28:14.542
9404,94.04,94,Kabupaten Mimika,WIT,-4.4553223,137.1362125,165,2025-03-04 02:28:14.543,2025-03-04 02:28:14.543
9405,94.05,94,Kabupaten Puncak,WIT,-3.8649098,137.6061625,2333,2025-03-04 02:28:14.543,2025-03-04 02:28:14.543
9406,94.06,94,Kabupaten Dogiyai,WIT,-4.0454139,135.6763443,2289,2025-03-04 02:28:14.544,2025-03-04 02:28:14.544
9407,94.07,94,Kabupaten Intan Jaya,WIT,-3.5076422,136.7478493,2054,2025-03-04 02:28:14.545,2025-03-04 02:28:14.545
9408,94.08,94,Kabupaten Deiyai,WIT,-4.0974893,136.4393054,790,2025-03-04 02:28:14.546,2025-03-04 02:28:14.546
9501,95.01,95,Kabupaten Jayawijaya,WIT,-4.0004481,138.7995122,1776,2025-03-04 02:28:14.546,2025-03-04 02:28:14.546
9502,95.02,95,Kabupaten Pegunungan Bintang,WIT,-4.5589872,140.5135589,1868,2025-03-04 02:28:14.547,2025-03-04 02:28:14.547
9503,95.03,95,Kabupaten Yahukimo,WIT,-4.4939717,139.5279996,2634,2025-03-04 02:28:14.547,2025-03-04 02:28:14.547
9504,95.04,95,Kabupaten Tolikara,WIT,-3.481132,138.4787258,2973,2025-03-04 02:28:14.552,2025-03-04 02:28:14.552
9505,95.05,95,Kabupaten Mamberamo Tengah,WIT,-2.3745692,138.3190276,316,2025-03-04 02:28:14.553,2025-03-04 02:28:14.553
9506,95.06,95,Kabupaten Yalimo,WIT,-3.7852847,139.4466005,423,2025-03-04 02:28:14.554,2025-03-04 02:28:14.554
9507,95.07,95,Kabupaten Lanny Jaya,WIT,-3.971033,138.3190276,3067,2025-03-04 02:28:14.554,2025-03-04 02:28:14.554
9508,95.08,95,Kabupaten Nduga,WIT,-4.4069496,138.2393528,317,2025-03-04 02:28:14.555,2025-03-04 02:28:14.555
9601,96.01,96,Kabupaten Sorong,WIT,-1.1223204,131.4883373,11,2025-03-04 02:28:14.556,2025-03-04 02:28:14.556
9604,96.04,96,Kabupaten Sorong Selatan,WIT,-1.7657744,132.1572702,20,2025-03-04 02:28:14.556,2025-03-04 02:28:14.556
9605,96.05,96,Kabupaten Raja Ampat,WIT,-1.0915151,130.8778586,44,2025-03-04 02:28:14.557,2025-03-04 02:28:14.557
9609,96.09,96,Kabupaten Tambrauw,WIT,-0.781856,132.3938375,539,2025-03-04 02:28:14.557,2025-03-04 02:28:14.557
9610,96.10,96,Kabupaten Maybrat,WIT,-1.2970979,132.3150993,271,2025-03-04 02:28:14.558,2025-03-04 02:28:14.558
9671,96.71,96,Kota Sorong,WIT,-0.8761629,131.255828,13,2025-03-04 02:28:14.559,2025-03-04 02:28:14.559
